Gender,Age,Average Weekly Exercise Hours,Health Consciousness Rating,Average Daily Screen Time,Social Media Influence Score,Number of Professional Trainings Attended,Eco-Consciousness Metric,Stress Management Score,Time Management Skill,Lifestyle Choice
2,31,0.2443,0.839,3.4333,1.3423,3.3038,0.0122,0.9491,33.7463,Eco-Friendly
1,50,0.1315,1.0075,7.4302,3.9887,2.5638,0.0237,4.0928,18.603,Health-Conscious
1,44,0.3402,5.2814,6.5609,3.8169,2.9439,0.0193,4.253,24.741,Health-Conscious
2,34,0.8836,0.6047,5.6508,5.2211,4.1204,0.9411,4.6694,58.4844,Eco-Friendly
2,30,0.9498,0.5949,1.0178,12.2483,3.749,0.0254,2.6693,33.4904,Social Media Influencer
2,32,0.0276,0.7024,5.1597,3.3444,3.6694,0.8014,3.5448,47.0897,Eco-Friendly
2,33,2.4466,1.2611,4.5179,13.2271,3.5583,1.0436,2.678,37.818,Fitness Enthusiast
1,52,0.0004,0.6814,1.0608,3.8632,5.0015,0.0898,2.8287,82.5934,Eco-Friendly
2,57,0.0694,2.4099,3.5414,1.9371,2.7513,0.007,3.7947,14.7011,Health-Conscious
2,39,0.0404,1.1408,3.4774,3.8319,5.1397,0.0073,3.2422,95.5769,Eco-Friendly
1,28,0.0376,0.6578,6.9878,3.0911,3.0292,0.0185,2.6519,24.5844,Health-Conscious
2,39,0.0299,0.676,3.4339,3.8659,3.5024,0.7422,3.3312,36.8852,Eco-Friendly
1,53,0.1026,5.2513,5.0119,3.91,2.8617,0.0099,4.7818,18.9397,Health-Conscious
1,28,0.0754,3.0867,7.2266,4.1398,2.615,0.0061,4.8544,18.3201,Health-Conscious
1,24,2.5701,0.0397,4.8186,11.0014,3.0747,0.6537,2.8825,26.6329,Fitness Enthusiast
2,49,0.0047,0.912,3.6295,3.676,3.4479,0.0203,4.1089,31.5803,Health-Conscious
2,19,0.0584,3.3222,5.0806,3.0787,0.9163,0.0172,4.6398,1.2435,Health-Conscious
1,50,0.0264,5.671,1.8209,3.599,3.7938,0.0234,5.5402,39.2217,Health-Conscious
2,36,0.3064,0.6272,3.8215,2.1922,2.3343,0.0405,2.3899,11.9274,Eco-Friendly
1,42,0.0239,0.6577,5.6978,5.2853,2.3497,0.007,3.5078,13.8985,Social Media Influencer
2,46,1.1076,0.6458,4.5328,2.116,3.8292,0.0043,1.7799,50.2965,Fitness Enthusiast
2,35,0.0275,4.7324,6.7223,2.1351,1.5819,0.0166,3.5644,5.4444,Health-Conscious
1,64,0.0203,0.7712,6.732,5.9158,0.2841,0.0108,3.1958,2.003,Social Media Influencer
2,22,0.2679,0.597,5.5757,2.8457,3.5244,0.005,3.0535,43.3751,Eco-Friendly
1,57,0.0368,0.9601,4.0933,5.0027,3.9799,0.0223,2.4992,50.0221,Health-Conscious
1,27,1.2408,3.4074,5.1014,7.626,3.5256,0.0518,3.1245,38.5021,Fitness Enthusiast
1,36,0.0924,0.768,5.8732,4.0957,4.0822,0.2029,3.7189,62.7215,Eco-Friendly
1,56,0.0759,3.8229,1.9202,3.0832,4.0796,0.0026,4.1822,40.0036,Health-Conscious
1,31,0.269,0.7878,2.5434,9.8138,3.9723,0.9036,1.5601,41.989,Social Media Influencer
2,35,0.0335,0.709,4.926,3.5979,4.5246,0.0124,3.3773,87.735,Eco-Friendly
2,36,0.0914,0.8735,2.571,2.5576,5.7211,0.0259,1.465,96.5545,Eco-Friendly
1,74,1.1624,1.4347,1.3885,4.9026,2.8368,0.0045,1.9326,12.5767,Fitness Enthusiast
2,49,0.0257,2.4139,5.623,4.1305,3.381,0.0154,5.1215,35.5808,Health-Conscious
2,52,0.1299,0.7729,3.3554,2.2484,2.1086,0.016,1.9062,9.4302,Social Media Influencer
2,47,0.5368,0.642,5.1995,4.3217,1.5182,0.027,4.3434,6.6592,Social Media Influencer
1,24,0.0324,1.0454,7.9478,2.4,4.7168,0.0386,2.8361,100.6226,Health-Conscious
1,63,0.0359,0.6942,6.7593,2.5665,4.7122,0.0049,2.4479,101.6823,Eco-Friendly
2,31,0.0907,0.8075,5.1459,4.2562,3.1218,0.0099,4.2021,27.1601,Health-Conscious
1,31,0.1588,2.9837,4.1489,3.2902,5.5734,1.6293,4.878,95.5794,Health-Conscious
2,37,1.1613,0.2485,3.8679,14.808,4.6652,0.0179,3.3322,91.7064,Fitness Enthusiast
1,29,1.9245,0.7659,3.8977,1.4305,2.0825,0.0447,1.679,9.763,Social Media Influencer
2,19,0.1177,4.5469,4.1268,2.9774,4.9411,0.0248,4.2271,95.2645,Health-Conscious
2,35,0.0491,0.7273,5.8278,13.9552,2.1678,0.0596,2.4302,13.3998,Social Media Influencer
1,26,0.2952,2.2592,4.0073,9.5437,1.3667,0.0219,4.1772,2.6032,Fitness Enthusiast
1,25,0.034,0.6895,3.6836,4.9753,3.7283,0.0225,3.3593,39.036,Eco-Friendly
2,35,0.0723,0.669,7.6507,4.3853,0.8571,0.0123,4.6868,2.5326,Health-Conscious
1,27,0.6078,2.2665,6.2577,6.9155,3.2517,0.0123,3.7014,33.108,Fitness Enthusiast
2,20,0.1651,2.243,2.3716,6.5365,3.8479,0.0129,4.1264,36.625,Fitness Enthusiast
2,29,0.9943,4.6415,7.2835,6.3583,4.2959,0.7199,3.8786,68.23,Health-Conscious
2,59,0.2252,0.6169,2.7709,2.0085,4.1227,0.0027,1.7565,66.8598,Eco-Friendly
1,24,1.8297,0.2955,4.9687,12.5214,3.0922,1.1639,3.6899,29.6373,Fitness Enthusiast
1,40,0.0457,1.5308,6.9915,3.6265,3.605,0.0194,3.763,46.0366,Health-Conscious
2,40,0.1544,0.663,4.8829,12.6934,2.8236,0.0166,4.6667,21.61,Health-Conscious
1,40,0.0196,0.7051,3.4157,4.0417,3.8332,0.0112,3.4932,47.0252,Eco-Friendly
1,42,0.0604,2.1243,3.5032,1.62,3.3555,0.0262,2.814,26.5617,Health-Conscious
1,51,1.4697,1.344,2.4147,11.6493,4.4555,1.4443,2.6383,54.4067,Fitness Enthusiast
1,26,0.0318,0.7247,3.8732,5.3664,3.8079,0.0151,4.2442,44.4148,Eco-Friendly
1,31,0.0931,0.7808,6.6893,5.1031,3.5511,1.1848,4.6701,45.4628,Eco-Friendly
1,35,0.0379,0.634,6.3903,5.1019,1.8856,0.003,4.3407,8.3753,Health-Conscious
2,29,0.0966,0.722,4.9998,2.154,1.384,0.0108,1.659,5.984,Eco-Friendly
1,55,0.0299,1.447,6.8529,4.3114,3.0831,0.0195,2.11,30.0553,Eco-Friendly
1,32,0.01,1.0002,2.2863,6.167,2.7043,0.0006,1.7085,12.0581,Eco-Friendly
1,37,0.2971,2.4983,5.8266,11.9616,1.8247,0.0037,3.1633,7.105,Health-Conscious
1,42,0.0426,0.693,3.7686,2.7004,2.9957,0.0007,2.1018,20.7647,Health-Conscious
2,69,0.2346,0.9261,4.8392,19.7743,4.6421,0.0158,3.6412,91.7704,Health-Conscious
2,23,0.0539,0.8603,4.0688,4.4505,3.4294,0.025,4.2214,33.1093,Health-Conscious
2,50,0.6913,0.8032,4.2698,2.336,1.5827,0.02,2.311,7.5816,Social Media Influencer
2,37,0.1763,0.6989,7.5951,4.5161,3.0198,0.0094,4.6422,25.9273,Eco-Friendly
1,36,1.2124,0.1299,3.993,14.6289,2.2315,0.9814,3.1927,15.571,Fitness Enthusiast
2,34,0.0029,1.2531,5.8656,5.9719,4.1089,0.0064,3.4392,74.3219,Social Media Influencer
1,55,0.0397,0.7466,3.4435,6.5946,4.4555,0.0273,2.0795,81.7196,Social Media Influencer
2,23,0.1251,6.8027,3.5503,1.3957,3.8137,0.0108,2.5548,39.7771,Health-Conscious
1,24,0.1236,0.642,2.6765,16.7339,5.4684,0.009,1.4531,90.2789,Social Media Influencer
2,44,1.6862,3.4504,5.1235,9.7017,1.3348,0.049,2.5211,3.179,Fitness Enthusiast
2,37,0.0277,0.6813,4.2694,1.356,2.7981,0.0002,1.4977,19.0404,Eco-Friendly
1,26,0.1327,0.653,7.7209,5.9145,3.4597,0.0015,3.8705,41.0382,Eco-Friendly
2,24,1.8618,0.6222,5.9906,13.5827,1.3992,0.7114,2.9715,7.9244,Fitness Enthusiast
1,24,0.2565,0.7625,6.5627,11.1892,3.6407,0.0021,2.5799,44.1128,Fitness Enthusiast
2,34,0.0373,0.6641,2.0678,2.1276,4.7705,0.5535,1.7615,74.8664,Eco-Friendly
1,28,1.0149,0.253,4.2103,14.2588,4.0149,0.0044,1.9862,58.0617,Eco-Friendly
1,20,0.1233,0.6926,2.9594,11.0249,3.2996,0.0227,3.1282,22.469,Health-Conscious
2,57,0.0453,0.6634,4.8051,8.4925,1.7834,0.0083,4.6877,8.0662,Health-Conscious
1,26,0.1434,1.426,6.8422,3.0718,3.0072,0.007,4.3757,28.3967,Health-Conscious
2,45,0.0963,2.8074,4.8168,8.6399,3.3377,0.0086,4.6006,31.341,Health-Conscious
1,19,0.2259,4.5292,2.4266,19.4968,5.7886,0.0804,1.9159,94.6311,Social Media Influencer
2,31,0.1281,0.7543,2.7099,5.8461,4.0573,0.0196,4.496,64.1915,Eco-Friendly
1,33,0.0407,0.6749,7.4175,5.6336,4.0994,0.0217,4.0201,75.1324,Health-Conscious
2,57,0.1261,5.5682,5.9072,3.1549,3.7145,0.0147,5.1846,43.762,Health-Conscious
1,59,0.1085,2.1454,6.4729,5.2549,4.4555,0.0181,2.5775,93.3652,Social Media Influencer
2,26,0.0452,4.5576,3.4034,2.613,2.2263,0.0106,4.5844,7.6386,Health-Conscious
2,42,0.0672,0.7184,5.0475,2.2051,3.4079,0.0128,1.5113,34.2165,Health-Conscious
2,36,0.0159,0.703,6.4248,2.7324,3.8229,0.0203,2.6232,58.6799,Eco-Friendly
1,36,0.0354,0.7133,0.8017,3.8526,5.2807,0.0126,3.0459,87.4733,Eco-Friendly
1,87,0.0769,5.0106,4.6721,10.4553,3.0962,0.0139,5.1902,23.4849,Health-Conscious
1,44,0.0433,0.7736,4.8207,2.1213,3.2399,0.0156,2.0186,30.0912,Eco-Friendly
1,33,0.1059,0.8498,3.9294,1.0775,2.9529,0.0017,1.4023,24.8869,Eco-Friendly
1,42,1.0423,0.3463,2.6757,23.5879,4.0651,0.0102,2.0512,44.3173,Fitness Enthusiast
1,28,0.0246,1.8179,4.5142,3.1574,3.9954,1.2356,4.3648,53.7034,Health-Conscious
2,29,0.0312,0.7572,6.2394,4.0138,5.5082,0.0056,1.7593,101.5229,Social Media Influencer
2,37,0.0773,2.7997,4.3537,2.9831,4.4391,0.0168,3.9111,85.9661,Health-Conscious
1,57,0.0187,1.3693,5.6911,3.6731,3.0938,0.0365,4.3222,28.339,Health-Conscious
1,40,0.0853,0.6904,7.3399,4.0322,4.2561,0.0369,3.6773,88.9459,Health-Conscious
2,36,0.0526,0.7245,5.8199,7.0649,2.4839,0.0016,2.8474,15.6807,Social Media Influencer
1,34,2.6513,3.5439,3.9607,7.8468,4.6655,0.288,2.6957,83.8301,Fitness Enthusiast
2,40,2.8447,0.8328,1.2798,5.4752,3.7497,0.0063,3.4499,29.6104,Fitness Enthusiast
2,42,0.5436,0.4935,2.2364,5.2559,1.7944,1.9498,4.4411,7.6643,Social Media Influencer
2,22,2.3744,1.0753,8.3787,8.8062,2.1897,0.1903,2.3973,15.6846,Fitness Enthusiast
1,34,0.5851,0.6162,5.4686,3.7571,2.1177,1.3605,3.5477,13.6297,Eco-Friendly
2,57,0.0459,0.5814,5.7374,9.4163,2.8196,0.0066,4.1367,23.4939,Social Media Influencer
1,41,0.3827,3.2576,1.6217,21.7231,2.2177,0.0395,0.9857,9.1217,Social Media Influencer
2,43,0.1566,0.7761,2.8328,6.745,3.5378,0.0017,2.7968,30.5016,Health-Conscious
2,72,0.1055,1.9216,3.2417,5.8041,2.8416,0.0217,4.6289,16.9296,Fitness Enthusiast
2,50,0.2962,0.5613,5.3531,5.6718,3.5633,0.0168,2.6499,39.3307,Fitness Enthusiast
2,27,0.0423,1.3166,9.0144,4.0461,0.9698,0.0041,5.3092,2.7968,Health-Conscious
2,21,0.3411,2.4458,3.834,12.0413,1.2673,0.0029,2.7464,3.1681,Health-Conscious
1,37,0.0856,0.659,1.0651,2.7775,5.9506,0.0064,2.4022,94.7286,Eco-Friendly
1,34,0.225,0.7781,4.5284,6.268,4.8983,0.0031,2.2847,97.7433,Health-Conscious
1,53,0.0106,4.916,5.2388,2.6147,1.2254,0.0186,4.007,2.5245,Health-Conscious
2,38,0.0552,2.7921,7.7882,2.2244,3.0742,0.034,3.2779,29.6025,Health-Conscious
2,41,0.2936,0.4116,3.8525,9.8604,2.5605,0.0063,2.1651,13.9756,Fitness Enthusiast
1,28,0.0916,0.5288,4.5672,7.1746,4.806,1.9838,3.1427,73.9502,Eco-Friendly
2,39,0.1546,0.7994,3.824,7.0044,4.2979,0.2764,5.6794,66.3868,Eco-Friendly
2,49,0.8332,2.8962,4.3317,7.5711,2.8388,0.0109,1.8183,18.5892,Fitness Enthusiast
2,19,0.057,4.7523,6.4157,2.8299,4.7362,0.9583,4.1051,80.1889,Health-Conscious
1,37,0.076,0.657,6.7134,5.8961,4.4634,0.0172,4.9561,88.5363,Eco-Friendly
1,21,1.094,0.762,5.2819,10.2482,4.2837,1.34,2.818,60.5662,Fitness Enthusiast
1,59,0.0403,1.0511,7.6481,2.469,3.6928,0.0153,2.8427,50.3689,Health-Conscious
2,31,0.2118,0.6365,3.3956,8.8137,3.9136,0.0085,3.5061,46.6921,Health-Conscious
2,46,0.8746,0.552,1.1181,14.3989,2.8731,0.048,2.9008,17.9005,Eco-Friendly
2,20,0.077,0.6775,6.0499,1.8768,1.2963,0.0092,1.495,4.0059,Health-Conscious
2,43,0.6003,0.7488,8.2333,4.5182,5.2937,0.0126,4.3208,100.3692,Eco-Friendly
2,31,0.0283,1.6191,1.327,3.017,4.0314,0.0231,3.3009,37.9712,Health-Conscious
1,44,1.036,1.156,5.2896,10.1232,3.6819,0.976,3.6909,45.355,Fitness Enthusiast
1,61,1.5153,1.7046,2.9259,9.3151,1.0081,1.1061,1.7424,2.7483,Fitness Enthusiast
1,34,0.1069,1.8717,6.526,3.1005,3.7408,0.0042,4.8625,47.6266,Health-Conscious
2,30,0.0124,0.6233,5.6989,2.8828,1.5239,1.2932,2.8656,9.1206,Eco-Friendly
1,40,0.1947,0.7059,7.6236,3.2878,1.6165,0.003,2.5261,8.1311,Eco-Friendly
1,52,0.5117,0.7254,3.6511,6.605,4.5796,0.0055,3.9795,85.1214,Fitness Enthusiast
1,45,0.0186,4.9909,6.1277,3.3183,2.4644,0.0169,5.2628,13.8008,Health-Conscious
2,59,0.0424,0.7223,5.2154,5.3482,1.7022,0.0276,4.0065,8.1248,Eco-Friendly
2,65,0.0238,0.6241,2.9322,2.9877,1.9177,1.1932,1.8425,15.9589,Eco-Friendly
1,45,0.0482,0.6206,5.6407,3.1032,3.5934,0.0092,3.2746,48.2475,Health-Conscious
1,45,0.0621,3.8535,5.7014,5.0021,3.6583,0.0153,7.0136,43.1717,Health-Conscious
1,47,0.1944,3.6152,8.1671,3.2983,2.8987,0.01,3.9596,27.775,Health-Conscious
2,37,0.2541,0.5787,6.2576,3.2977,2.3143,0.0077,1.3623,12.2039,Fitness Enthusiast
1,57,0.1333,0.829,3.6505,4.4972,5.2828,1.1357,3.6143,93.4301,Eco-Friendly
1,61,0.1604,0.4695,5.212,11.9008,0.7859,0.004,2.005,2.137,Health-Conscious
2,51,1.5812,0.1638,9.4575,13.6207,3.5617,0.7725,3.6367,49.2475,Social Media Influencer
2,43,0.028,0.6249,4.1777,10.0818,3.1286,0.0047,3.6987,25.0139,Eco-Friendly
1,36,0.0423,0.7549,6.2535,6.9722,0.4371,0.0146,3.0041,4.0766,Social Media Influencer
2,43,0.0473,1.7501,5.0464,4.3602,3.7201,0.0233,5.33,45.3714,Health-Conscious
1,28,0.0531,1.0278,5.0605,3.3546,3.6134,0.0234,2.8319,40.9067,Health-Conscious
2,54,0.1074,1.2432,6.207,3.7463,4.6216,0.014,4.4267,96.6526,Health-Conscious
1,30,0.3295,0.6049,5.4809,11.7091,1.389,0.0117,3.9759,5.9934,Social Media Influencer
1,41,0.0945,0.7909,2.88,3.3174,5.2467,0.0157,2.4003,96.7937,Eco-Friendly
1,50,0.0181,1.6307,4.6971,5.7606,2.6736,0.0223,3.7452,16.1864,Social Media Influencer
1,41,0.2069,0.7225,5.1482,2.9449,3.6078,0.0167,3.1951,50.1712,Eco-Friendly
1,20,0.5387,6.2574,6.0472,3.3058,3.3132,0.0173,4.0914,35.4177,Health-Conscious
2,63,0.1006,1.1513,4.1062,4.9956,3.7409,0.018,2.5045,42.4472,Fitness Enthusiast
1,37,0.1215,0.7261,3.9967,2.8943,3.4622,0.0051,2.5936,35.4948,Eco-Friendly
2,29,0.3413,5.6198,5.7675,2.276,5.1404,0.0417,3.1648,97.7961,Health-Conscious
1,40,0.0978,1.5033,2.8836,7.0062,2.5085,0.0091,7.3987,9.694,Health-Conscious
2,40,0.077,1.2215,3.827,7.6493,3.9759,0.0122,5.1917,46.5559,Health-Conscious
1,38,0.0525,0.7736,6.4158,3.4395,3.2044,0.0048,3.6182,33.7165,Eco-Friendly
2,67,0.1562,5.5835,4.5896,1.9129,6.1488,0.0144,3.8511,99.5825,Health-Conscious
2,32,0.0515,0.6607,6.2282,3.1497,4.7836,0.022,2.5436,100.8724,Health-Conscious
1,27,0.0611,0.7825,6.5363,4.2416,2.7692,0.0097,4.262,21.3842,Health-Conscious
2,30,0.0445,0.6778,5.2875,5.019,4.2246,0.0245,4.7728,74.8555,Eco-Friendly
2,45,0.0914,0.7055,4.6925,4.022,2.6896,0.02,4.0639,19.4024,Eco-Friendly
1,29,0.1172,0.8975,5.5473,3.1298,3.6054,0.0042,3.6303,42.4148,Health-Conscious
2,47,0.7191,8.2596,4.5975,10.1551,0.5677,0.0173,5.2691,0.2653,Fitness Enthusiast
2,21,0.855,0.7156,1.5807,3.6755,4.4421,0.0219,1.7811,74.036,Eco-Friendly
2,27,0.0619,6.2771,6.0457,2.4533,2.8844,0.0137,4.0934,24.3835,Health-Conscious
2,27,0.1145,7.0149,3.3265,3.6922,5.1868,0.0089,5.2282,93.5078,Health-Conscious
1,31,0.0068,0.6943,4.1891,1.2753,1.2283,0.0174,1.6074,3.2852,Eco-Friendly
2,29,1.68,0.6179,7.7723,5.8973,2.2088,0.021,4.5401,14.8666,Health-Conscious
1,29,0.0364,1.7729,3.6774,4.7854,6.5937,1.331,4.0323,109.0353,Health-Conscious
1,46,0.9373,0.2692,3.9796,11.1131,4.1564,0.0044,1.9784,67.249,Fitness Enthusiast
1,31,0.0046,4.5971,4.8998,4.1474,1.7858,0.0122,4.46,7.3052,Health-Conscious
2,44,0.17,0.7824,5.0117,3.7297,0.3517,0.0172,1.4085,2.3701,Eco-Friendly
1,41,0.1069,2.9886,5.1947,2.7502,2.1532,0.0159,3.795,10.24,Health-Conscious
2,19,0.0274,0.6224,4.8389,4.7278,3.767,0.0071,4.411,47.9318,Eco-Friendly
1,40,0.2034,0.8326,5.2654,2.1917,3.3093,0.0099,1.9343,38.2111,Social Media Influencer
2,32,0.0602,1.6717,5.8445,3.252,2.5546,0.0025,3.8488,13.2551,Health-Conscious
1,56,0.0211,0.9532,5.2076,7.2006,2.4839,0.019,3.3672,14.7589,Social Media Influencer
2,24,0.0246,0.7849,6.2822,5.0389,3.1415,0.5396,3.522,28.8375,Eco-Friendly
1,36,0.2783,5.3823,6.4325,2.0777,4.6773,0.0187,2.6118,96.7286,Health-Conscious
1,41,0.1663,0.5994,3.7011,3.5108,0.8978,0.0179,2.4856,1.039,Eco-Friendly
2,29,0.037,0.6565,7.9872,3.5883,3.3645,0.0157,2.5334,38.3685,Health-Conscious
2,22,0.0442,0.7452,4.5348,2.3241,2.5845,0.7905,2.0343,18.0085,Eco-Friendly
1,27,2.3475,3.3162,5.4065,11.2561,4.1411,0.8279,3.156,59.7969,Fitness Enthusiast
2,20,0.0381,0.9638,3.0371,2.2855,2.411,0.0177,2.9758,9.3371,Health-Conscious
2,48,0.1172,4.8665,3.6602,3.0799,3.3284,0.0133,4.0369,25.4091,Health-Conscious
2,43,0.0227,0.4948,4.7923,10.2106,3.1268,0.7191,4.1058,30.2852,Eco-Friendly
2,43,0.0986,0.7572,7.0044,4.1654,1.7163,0.0146,4.0117,8.969,Eco-Friendly
2,22,3.4369,0.5277,6.0263,6.0589,1.6522,0.0053,4.9326,8.5236,Fitness Enthusiast
2,40,0.0206,2.8918,6.6672,4.3753,5.505,0.0234,5.8244,99.1175,Health-Conscious
1,46,0.0503,1.5975,6.8287,3.0805,3.3747,0.0195,2.8824,39.4286,Health-Conscious
1,51,0.2025,0.7791,2.1968,4.9633,3.2666,0.0127,3.2827,28.2242,Eco-Friendly
2,31,0.0622,0.7888,0.7285,3.6881,3.8073,0.0059,2.199,29.9826,Eco-Friendly
1,25,0.0519,2.8752,5.6398,8.3501,4.5371,0.0237,2.1011,91.4217,Social Media Influencer
1,46,0.747,0.2977,6.3044,7.9115,3.7588,1.6984,3.4377,51.5209,Fitness Enthusiast
2,49,0.3033,1.6018,1.6473,12.8162,1.6347,0.0203,3.4521,3.6938,Health-Conscious
2,34,0.0232,0.6767,3.673,1.4084,3.6831,0.0055,1.5992,38.0273,Health-Conscious
1,31,0.0758,0.8017,1.9928,2.1499,5.5438,0.012,1.5505,96.8853,Eco-Friendly
2,41,0.2496,5.4512,2.3581,2.9844,3.0764,0.0268,3.8382,17.3865,Health-Conscious
2,26,0.039,1.3226,2.9218,8.548,4.5503,0.0086,3.239,85.3758,Social Media Influencer
1,22,0.0876,2.7073,3.7207,3.4639,3.7781,0.0069,4.9594,44.038,Health-Conscious
1,31,0.0717,3.6469,5.2783,3.8343,4.5748,0.0281,5.298,93.735,Health-Conscious
1,46,0.0585,4.6305,4.1842,3.0055,3.5617,0.0167,4.4821,32.9805,Health-Conscious
2,24,0.2446,2.3921,7.5377,3.8485,3.8258,0.0768,3.9211,56.7457,Health-Conscious
2,21,0.001,0.9662,1.9242,6.1243,2.0457,0.0062,6.7561,5.9754,Health-Conscious
2,49,0.0943,4.6787,5.4421,2.5835,4.7169,0.0218,4.3239,96.136,Health-Conscious
1,25,0.2324,0.8821,2.1223,1.4951,4.2767,0.0163,1.398,69.1423,Social Media Influencer
2,43,0.0387,0.7515,5.9503,2.7039,3.4634,0.0047,2.8501,37.9847,Eco-Friendly
1,43,0.2184,3.7694,1.4526,7.1164,1.3387,0.0076,4.5256,3.3362,Fitness Enthusiast
1,36,0.0765,0.7978,4.2578,2.8227,2.8101,0.009,2.7889,16.0005,Health-Conscious
2,19,0.1059,1.9026,6.6702,2.9303,3.5495,0.0082,2.8843,40.3673,Health-Conscious
2,51,0.0579,0.6562,7.5188,4.8647,2.4067,0.0037,4.2298,15.6416,Eco-Friendly
2,50,0.0342,0.7787,7.1716,5.3694,6.3145,1.1187,4.0085,111.8098,Eco-Friendly
2,47,0.0851,0.7087,4.3946,2.973,5.0561,0.8585,2.8668,91.9925,Eco-Friendly
2,29,0.0756,0.9844,3.0209,6.7509,3.3414,0.0017,3.1768,24.8771,Health-Conscious
2,27,0.0377,0.5281,6.2849,3.8999,3.1817,0.0026,3.6283,31.6972,Eco-Friendly
1,30,0.1083,3.0855,4.2392,2.3882,4.5877,0.032,2.8843,88.01,Health-Conscious
2,44,0.7076,1.8712,3.8823,10.3815,5.0612,2.2702,2.4454,77.0395,Health-Conscious
2,33,0.0249,0.7413,2.5389,6.3753,0.3966,0.0129,1.9281,1.2054,Social Media Influencer
2,46,1.4989,4.0281,3.9502,9.6656,7.5298,1.1954,2.616,112.9332,Fitness Enthusiast
1,37,0.1607,0.7506,5.9948,4.0918,2.958,1.2322,3.9766,29.6974,Eco-Friendly
1,24,0.4505,4.3174,2.7823,11.9484,1.5292,0.0205,1.7524,4.9447,Social Media Influencer
2,23,0.1613,1.4559,4.629,13.6393,2.9737,0.0068,3.6117,21.3975,Health-Conscious
2,27,0.3536,0.2961,6.0474,11.1187,0.5447,0.0039,2.6274,1.5009,Fitness Enthusiast
2,22,0.0568,4.4292,6.5351,14.2186,2.0409,1.1569,4.814,12.8489,Health-Conscious
2,52,0.1185,2.8233,3.9738,3.8825,4.2288,0.8564,4.0045,56.4105,Health-Conscious
1,26,0.0571,0.6294,8.5851,4.6022,3.565,0.0148,4.5938,46.0978,Health-Conscious
1,43,3.6439,0.619,4.6856,3.119,3.8195,1.0034,2.2045,46.8075,Social Media Influencer
1,24,0.2111,0.6907,9.2624,3.6234,2.5193,0.0094,3.2181,20.3357,Social Media Influencer
2,27,0.0294,0.5447,2.237,5.9447,2.208,1.2263,2.9312,15.072,Social Media Influencer
2,48,0.1496,0.6183,4.2541,1.5449,0.7141,0.035,1.2881,3.7464,Eco-Friendly
2,32,0.6979,0.2781,0.8401,23.6087,4.0496,0.0455,2.5158,37.1245,Fitness Enthusiast
2,31,2.0757,0.2651,2.7475,15.5235,4.8033,0.8561,3.539,73.5965,Fitness Enthusiast
1,21,0.1276,6.0962,5.9622,2.411,2.9207,0.0329,4.1012,23.7625,Health-Conscious
2,29,0.1218,3.8335,3.2485,3.2288,4.3329,0.0238,4.707,68.2409,Health-Conscious
1,32,0.1033,2.7076,3.0709,3.1172,6.4672,0.0052,3.8615,99.7832,Health-Conscious
2,32,0.0185,0.7669,2.2107,5.107,3.7097,0.027,4.011,36.995,Social Media Influencer
1,22,1.427,0.1726,7.544,9.8684,1.8998,0.0018,1.5103,11.1335,Fitness Enthusiast
1,20,0.0453,0.7175,1.4562,1.5364,1.9547,0.39,1.6495,8.5745,Eco-Friendly
2,44,0.134,0.7508,3.4515,2.6056,3.2425,0.0207,1.8042,26.744,Eco-Friendly
2,43,0.0914,2.0086,3.7333,11.2728,1.5273,0.0141,3.7858,4.0281,Health-Conscious
2,28,0.0187,1.1679,2.9255,4.657,2.8007,0.0359,3.7676,15.3616,Social Media Influencer
2,19,0.5846,1.1793,5.0533,6.6138,3.5593,0.8594,2.8206,38.2391,Fitness Enthusiast
1,42,0.0862,0.7142,0.7339,6.6272,3.4839,0.0218,3.7831,28.1342,Social Media Influencer
1,43,0.0402,0.664,3.2103,5.755,4.3442,0.3167,5.083,62.9625,Eco-Friendly
1,52,0.1506,0.7346,4.9311,9.0311,4.4818,0.9167,2.7823,67.2211,Social Media Influencer
2,42,0.0632,0.7509,5.8102,3.6462,4.3257,0.0084,3.4882,86.7624,Eco-Friendly
1,23,0.0823,0.8496,9.4913,1.4023,1.8358,0.002,1.4711,7.4504,Health-Conscious
2,33,0.3401,1.345,2.798,5.8311,4.8083,1.3015,3.7038,69.7661,Fitness Enthusiast
1,52,0.7763,4.329,6.3294,6.0348,3.5396,0.008,3.2295,41.3604,Fitness Enthusiast
2,24,0.0057,4.299,1.283,4.2532,1.4597,0.0116,5.5367,2.8826,Health-Conscious
2,24,0.0687,0.8654,4.2957,12.8648,2.0274,0.0175,0.8965,9.1511,Social Media Influencer
1,25,0.021,0.8424,8.5843,4.1063,2.2668,0.0028,3.8208,16.4328,Eco-Friendly
1,33,0.0461,0.88,6.4289,9.7863,3.4325,1.7357,3.3155,41.0619,Eco-Friendly
1,26,0.0009,1.4514,5.2592,7.4957,4.2111,0.8779,2.6544,63.7581,Social Media Influencer
1,29,0.5784,0.7198,1.9834,2.5135,3.61,0.04,1.0016,33.0705,Social Media Influencer
1,39,0.0542,0.7229,4.5914,1.9775,4.8231,0.015,2.0619,96.0503,Health-Conscious
2,42,0.0477,1.019,8.2839,3.7465,4.5084,0.0903,3.9576,92.5428,Health-Conscious
2,36,0.0264,0.5865,1.7953,1.8308,4.6578,0.9942,1.2121,54.9668,Health-Conscious
